Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels
ALMA,Vorarlberger Bergkäse,"€ 1,99",,Kein Mengenpreis,"Rohmilchkäse aus Heumilch, mind. 10 Monate gereift, kräftig-würzig, 45 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_154.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte"
CLICK N STORE,Vorratsdose 1 400 ml,"€ 2,99",UVP 5.99,Kein Mengenpreis,Aus Kunststoff Deckel mit Klickverschlüssen Gefrier- und mikrowellengeeignet Spülmaschinengeeignet Versch. Farben Fassungsvermögen ca. 1.400 ml,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_475.jpg,cat_non_food
CLICK N STORE,Vorratsdose 2 000 ml,"€ 3,29",UVP 6.99,Kein Mengenpreis,Aus Kunststoff Deckel mit Klickverschlüssen Gefrier- und mikrowellengeeignet Spülmaschinengeeignet Versch. Farben Fassungsvermögen ca. 2.000 ml,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_476.jpg,cat_non_food
CLICK N STORE,Vorratsdosen 350 ml,"€ 1,99",UVP 5.99,Kein Mengenpreis,Aus Kunststoff Deckel mit Klickverschlüssen Gefrier- und mikrowellengeeignet Spülmaschinengeeignet Versch. Farben Fassungsvermögen je ca. 350 ml,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_473.jpg,cat_non_food
CLICK N STORE,Vorratsdosen 600 ml,"€ 2,49",UVP 6.99,Kein Mengenpreis,Aus Kunststoff Deckel mit Klickverschlüssen Gefrier- und mikrowellengeeignet Spülmaschinengeeignet Versch. Farben Fassungsvermögen je ca. 600 ml,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_474.jpg,cat_non_food
Aus eigener Herstellung,Wacholderschinken,"€ 1,09",1.99,Kein Mengenpreis,"Hinterschinken, mild geräuchert, würzig-herzhaft, mit feiner Wacholdernote",Nein,Dieses Angebot findest du vom 02.03. bis 04.03. in deiner Kaufland-Filiale.,2026-03-02,2026-03-04,images_kaufland/kaufland_offer_008.jpg,"cat_fleisch_wurst,sub_schwein,sub_wurst,tag_ultra_processed"
AMICELLI,Waffelröllchen,"€ 5,00",6.66,1 kg = 12.50,"mit Creme gefüllt, umhüllt von Milchschokolade",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_273.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed"
K-CLASSIC,Walnusskerne XXL,"€ 5,99",,1 kg = 11.98,naturbelassen,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_249.jpg,cat_grundnahrung
TRISTAR,Wasserkocher WK-1349 KL,"€ 7,99",,Kein Mengenpreis,"Fassungsvermögen ca. 1,7 l Füllmengenmarkierung Mit abnehmbarem Filter Beleuchteter Ein/Aus-Schalter 2.200 W",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_384.jpg,cat_non_food
FROSCH,WC-Reiniger,"€ 1,88",,1 l = 2.51,Zitrone oder Himbeer-Essig,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_331.jpg,cat_drogerie
LENOR,Weichspüler,"€ 3,99",4.95,pro Anwendung = 0.06,"versch. Sorten, = 71 Anwendungen",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_322.jpg,cat_drogerie
K-CLASSIC,Weizenmehl Type 405,"€ 0,49",0.59,Kein Mengenpreis,Type 405,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_245.jpg,cat_grundnahrung
Keine Marke,Weltmeisterbrot,"€ 1,49",1.99,1 kg = 1.99,"Mehrkornbrot aus Weizen, Roggen und Gerste, mit Leinsamen und Sonnenblumenkernen",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_221.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food"
PARKSIDE PERFORMANCE,Werkstatt-Sauger PPWD 30 B2,"€ 199,00",,Kein Mengenpreis,"Mit Handsender zur Sauger-Fernsteuerung Einschaltautomatik mit PARKSIDE Smart-Akku-Gerät Steuerung und Monitoring per PARKSIDE-App Stufenlos regulierbarer Luftstrom max. 38 l/s Unterdruck max. 20 kPa Saugleistung 260 Airwatt Antistatischer Gewebe-Saugschlauch ca. 3,5 m Behälter ca. 30 l Flachfaltenfilter, Vliesfilterbeutel (Klasse H) Auch zum Absaugen von Wasser einsetzbar 3-in-1-Bodendüse mit Gummilippe, Bürsten, Düse Steckdose (max. 2.150 W) und USB-C-Port (10 W) Arbeitsradius bis zu 11 m Bemessungsaufnahme 1.300 W 5 Jahre Garantie",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_398.jpg,cat_non_food
JIM BEAM,Whiskey oder Whiskey- Likör,"€ 19,99",,1 l = 13.33,"Kentucky Straight Bourbon Whiskey, Honey oder Black Cherry, 32,5 - 40 Vol. %",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_304.jpg,cat_getraenke
SOUTHERN COMFORT,Whiskey-Likör,"€ 9,49",13.99,1 l = 13.56,"klassischer Whiskey-Geschmack mit angenehm süßer Note, auch lecker im Mix mit Cola, 35 Vol. %",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_303.jpg,cat_getraenke
K-CLASSIC,Wiener Würstchen,"€ 2,59",,1 kg = 6.48,auch fettreduziert,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_095.jpg,cat_fleisch_wurst
PAMPERS,Windeln oder Pants Maxi-Economy-Pack,"€ 39,00",44.44,pro Stück = 0.15 - 0.26,"Baby Dry oder Premium Protection, Größe 3 - 6",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_334.jpg,"cat_drogerie,tag_ultra_processed"
BERGNER,Wok Mocha,"€ 19,99",,Kein Mengenpreis,"Aus Aluminiumguss Mit natürlichen Antihaft-Eigenschaften Softtouch-Griff Für alle Herdarten geeignet Größe ca. Ø 28 x 7,9 cm",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_440.jpg,"cat_getraenke,tag_ultra_processed"
MAGGI,Würze,"€ 3,99",6.29,Kein Mengenpreis,"flüssiges Würzmittel, vielseitig verwendbar",Nein,Dieses Angebot findest du vom 02.03. bis 04.03. in deiner Kaufland-Filiale.,2026-03-02,2026-03-04,images_kaufland/kaufland_offer_016.jpg,"cat_grundnahrung,tag_ultra_processed"
PARKSIDE,XL-Fliesenmeißel,"€ 2,99",,Kein Mengenpreis,Zum Entfernen von Wand- und Bodenfliesen Extrabreite Meißelschneide 75 mm Länge 165 mm Aufnahme gemäß SDS-plus-System,Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_408.jpg,cat_non_food
SOIGNON,Ziegenkäse-Rolle,"€ 2,29",2.99,1 kg = 15.27,"Weichkäse, mild & frisch, 45 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_139.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte,tag_ultra_processed"
Keine Marke,Zimmerpflanze im Keramik-Übertopf,"€ 5,55",,Kein Mengenpreis,"z. B. Bromelie oder Haworthia, versch. Farben und Sorten, Topf Ø 9cm, ab 3,49€",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_065.jpg,"cat_obst_gemuese,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Keine Marke,Zwiebelpflanzen,"€ 0,88",,Kein Mengenpreis,"z. B. Hyazinthe oder Narzisse, versch. Farben, Topf Ø 9 - 12 cm. ab 0,88 €",Nein,Dieses Angebot findest du vom 26.02. bis 04.03. in deiner Kaufland-Filiale.,2026-02-26,2026-03-04,images_kaufland/kaufland_offer_067.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food"
BAUER,Der Große Bauer Fruchtjoghurt,"€ 0,39",0.99,1 kg = 1.56 - 1.74,"Fruchtjoghurt, 3,5 % Fett im Milchanteil, versch. Sorten",Nein,Dieses Angebot findest du vom 02.03. bis 04.03. in deiner Kaufland-Filiale.,2026-03-02,2026-03-04,images_kaufland/kaufland_offer_001.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte"
